text,intent
cate goluri a marcat Mohamed Salah in efa champions league 2026-2027,player_goals
cate goluri are andrei ivan,player_goals
goluri nymar in ultimele 10 meciuri,player_goals
diferenta de puncte Byern Munchen lider Liga 1 2022-2023,points_gap_to_leader
creeaza un reminder maine,other
diferenta de puncte Paris Saint-Germain lider premier league 2016-2017,points_gap_to_leader
cate puncte sunt intre Rapid Bucuresti si lider in La Liga 2020-2021,points_gap_to_leader
cate goluri are Jude Bellingham in 2019-2020,player_goals
pretul la btc,other
diferenta de puncte Liverpool lider Liga 1 2025-2026,points_gap_to_leader
cate goluri a marcat Erling Haaland in premier league 2025-2026,player_goals
cat e gapul de puncte pentru Ptrolul Ploiesti in premier league 2021-2022,points_gap_to_leader
cate goluri are ianis hagi in 2023-2024,player_goals
cum gatesc paste,other
goluri marcate de Lionel Messi in Serie A 2024-2025,player_goals
goluri marcate de Mrio Camora in premier league 2017-2018,player_goals
goluri marcate de Antoine Griezmann in Serie A 2021-2022,player_goals
cate puncte sunt intre paris saint-germain si lider in ligue 1 2019-2020,points_gap_to_leader
cate puncte sunt intre Frul Constanta si lider in uefa champions league 2019-2020,points_gap_to_leader
puncte pana la lider pentru U Cluj in liga 1 2021-2022,points_gap_to_leader
diferenta de puncte CFR Cluj lider la liga 2022-2023,points_gap_to_leader
fc barcelona cate puncte fata de lider in UEFA Champions League 2026-2027,points_gap_to_leader
cate puncte sunt intre Frul Constanta si lider in bundesliga 2021-2022,points_gap_to_leader
fa-mi un ceai,other
goluri marcate de Florinel Coman in UEFA Champions League 2023-2024,player_goals
diferenta de puncte dinamo bucuresti lider Liga 1 2025-2026,points_gap_to_leader
cate goluri a marcat lionel messi in Premier League 2018-2019,player_goals
deschide youtube,other
cate puncte sunt intre Ptrolul Ploiesti si lider in EFA Champions League 2019-2020,points_gap_to_leader
cat e gapul de puncte pentru Sepsi OSK in Bundesliga 2019-2020,points_gap_to_leader
goluri Jude Bellingham 2026-2027,player_goals
puncte pana la lider pentru Real Madrid in Bundesliga 2022-2023,points_gap_to_leader
puncte pana la lider pentru Juventus in premier league 2021-2022,points_gap_to_leader
puncte pana la lider pentru fcsb in UEFA Champions League 2022-2023,points_gap_to_leader
goluri marcate de ndrei Ivan in UEFA Champions League 2023-2024,player_goals
goluri marcate de Neymar in Serie A 2016-2017,player_goals
cate goluri a marcat ndrei Ivan in UEFA Champions League 2016-2017,player_goals
goluri Erling Haaland 2017-2018,player_goals
cat e gapul de puncte pentru FC Barcelona in serie a 2023-2024,points_gap_to_leader
diferenta de puncte CFR Cluj lider Bundesliga 2025-2026,points_gap_to_leader
goluri Toni Kroos 2024-2025,player_goals
cate goluri are Karim Benzema in 2023-2024,player_goals
spune-mi o gluma,other
cate goluri are Nicolae Stanciu in 2019-2020,player_goals
Juventus cate puncte fata de lider in Premier League 2017-2018,points_gap_to_leader
goluri marcate de florinel coman in Premier League 2017-2018,player_goals
diferenta de puncte FC Barcelona lider serie a 2019-2020,points_gap_to_leader
diferenta de puncte Real Madrid lider Bundesliga 2016-2017,points_gap_to_leader
cate puncte sunt intre niversitatea Craiova si lider in Liga 1 2020-2021,points_gap_to_leader
cate goluri are nicolae stanciu in 2016-2017,player_goals
goluri marcate de Bukayo Saka in UEFA Champions League 2023-2024,player_goals
creeaza un reminder maine,other
goluri Ciprian Deac in ultimele 10 meciuri,player_goals
puncte pana la lider pentru u cluj in Liga 1 2022-2023,points_gap_to_leader
goluri Kevin De Bruyne in ultimele 3 meciuri,player_goals
goluri Florinel Coman in ultimele 10 meciuri,player_goals
bayern munchen cate puncte fata de lider in UEFA Champions League 2025-2026,points_gap_to_leader
ce ora este,other
cate goluri a marcat Crstiano Ronaldo in la liga 2016-2017,player_goals
cate goluri are Karim Benzema in 2025-2026,player_goals
cat e gapul de puncte pentru rsenal in Premier League 2022-2023,points_gap_to_leader
pretul la btc,other
diferenta de puncte universitatea craiova lider Premier League 2018-2019,points_gap_to_leader
goluri Rafael Leao in ultimele 10 meciuri,player_goals
cate goluri are Jude Bellingham in 2022-2023,player_goals
prneste muzica,other
goluri Cristiano Ronaldo 2016-2017,player_goals
diferenta de puncte Lverpool lider Serie A 2016-2017,points_gap_to_leader
diferenta de puncte real madrid lider Premier League 2016-2017,points_gap_to_leader
goluri marcate de karim benzema in liga 1 2017-2018,player_goals
cat e gapul de puncte pentru UTA Arad in bundesliga 2020-2021,points_gap_to_leader
cat e gapul de puncte pentru juventus in Serie A 2025-2026,points_gap_to_leader
Juventus cate puncte fata de lider in bundesliga 2021-2022,points_gap_to_leader
cate goluri a marcat Rodrygo in liga 1 2026-2027,player_goals
cate goluri are Crstiano Ronaldo,player_goals
goluri marcate de Lionel Messi in Serie A 2024-2025,player_goals
cate goluri are Luka Modric,player_goals
cat e gapul de puncte pentru Universitatea Craiova in serie a 2023-2024,points_gap_to_leader
cate goluri are Ianis Hagi in 2018-2019,player_goals
puncte pana la lider pentru sepsi osk in ligue 1 2019-2020,points_gap_to_leader
FC Barcelona cate puncte fata de lider in premier league 2019-2020,points_gap_to_leader
Ianis Hagi cate goluri are in Serie A 2018-2019,player_goals
diferenta de puncte paris saint-germain lider Lgue 1 2019-2020,points_gap_to_leader
Manchester City cate puncte fata de lider in La Liga 2020-2021,points_gap_to_leader
goluri Kevin De Bruyne 2021-2022,player_goals
creeaza un reminder maine,other
Arsenal cate puncte fata de lider in Serie A 2024-2025,points_gap_to_leader
creeaza un reminder maine,other
cate goluri a marcat denis alibec in Premier League 2026-2027,player_goals
deschide youtube,other
goluri karim benzema 2016-2017,player_goals
cate goluri are octavian popescu,player_goals
liverpool cate puncte fata de lider in La Liga 2017-2018,points_gap_to_leader
goluri mario camora 2022-2023,player_goals
pretul la btc,other
cati km are maratonul,other
diferenta de puncte U Cluj lider bundesliga 2022-2023,points_gap_to_leader
goluri octavian popescu in ultimele 10 meciuri,player_goals
cat e gapul de puncte pentru Mnchester City in Liga 1 2016-2017,points_gap_to_leader
Darius Olaru cate goluri are in Bundesliga 2021-2022,player_goals
cum gatesc paste,other
cate goluri are kevin de bruyne in 2025-2026,player_goals
cate goluri a marcat Robert Lewandowski in bundesliga 2016-2017,player_goals
arata-mi programul de azi,other
prtul la btc,other
cate puncte sunt intre U Cluj si lider in Liga 1 2021-2022,points_gap_to_leader
cate goluri are Bukayo Saka,player_goals
goluri ianis hagi 2020-2021,player_goals
puncte pana la lider pentru spsi osk in Bndesliga 2024-2025,points_gap_to_leader
diferenta de puncte Ral Madrid lider srie a 2024-2025,points_gap_to_leader
goluri Kevin De Bruyne 2018-2019,player_goals
puncte pana la lider pentru real madrid in UEFA Champions League 2025-2026,points_gap_to_leader
cat e gapul de puncte pentru Rapid Bucuresti in Premier League 2023-2024,points_gap_to_leader
creeaza un reminder maine,other
Phil Foden cate goluri are in Bundesliga 2023-2024,player_goals
cate goluri a marcat Erling Haaland in uefa champions league 2016-2017,player_goals
diferenta de puncte U Cluj lider UEFA Champions League 2017-2018,points_gap_to_leader
rling Haaland cate goluri are in Premier League 2022-2023,player_goals
cate goluri a marcat phil foden in Bundesliga 2026-2027,player_goals
dschide youtube,other
pretul la btc,other
Rafael Leao cate goluri are in Serie A 2016-2017,player_goals
cate goluri a marcat Krim Benzema in uefa champions league 2020-2021,player_goals
puncte pana la lider pentru universitatea craiova in Serie A 2026-2027,points_gap_to_leader
diferenta de puncte Sepsi OSK lider Bundesliga 2026-2027,points_gap_to_leader
goluri ciprian deac in ultimele 5 meciuri,player_goals
puncte pana la lider pentru Bayern Munchen in Serie A 2022-2023,points_gap_to_leader
cat e gapul de puncte pentru uta arad in Serie A 2018-2019,points_gap_to_leader
cat e gapul de puncte pentru inter milano in premier league 2020-2021,points_gap_to_leader
cate goluri are Crstiano Ronaldo,player_goals
puncte pana la lider pentru Rpid Bucuresti in liga 1 2023-2024,points_gap_to_leader
puncte pana la lider pentru FC Barcelona in Ligue 1 2025-2026,points_gap_to_leader
goluri Dnis Alibec 2025-2026,player_goals
Lionel Messi cate goluri are in Serie A 2022-2023,player_goals
diferenta de puncte Dinamo Bucuresti lider Serie A 2021-2022,points_gap_to_leader
diferenta de puncte Rapid Bucuresti lider Liga 1 2020-2021,points_gap_to_leader
Petrolul Ploiesti cate puncte fata de lider in Premier League 2024-2025,points_gap_to_leader
goluri marcate de Harry Kane in La Liga 2026-2027,player_goals
deschide youtube,other
goluri Radu Dragusin 2023-2024,player_goals
diferenta de puncte UTA Arad lider Serie A 2026-2027,points_gap_to_leader
universitatea craiova cate puncte fata de lider in Ligue 1 2026-2027,points_gap_to_leader
goluri Antoine Griezmann in ultimele 5 meciuri,player_goals
goluri Phil Foden 2018-2019,player_goals
goluri andrei ivan in ultimele 10 meciuri,player_goals
porneste muzica,other
Universitatea Craiova cate puncte fata de lider in Serie A 2025-2026,points_gap_to_leader
Real Madrid cate puncte fata de lider in Bundesliga 2022-2023,points_gap_to_leader
cate goluri a marcat Andrei Ivan in Premier League 2022-2023,player_goals
cate goluri are karim benzema in 2017-2018,player_goals
cat e gapul de puncte pentru Juventus in UEFA Champions League 2017-2018,points_gap_to_leader
karim benzema cate goluri are in Bundesliga 2025-2026,player_goals
cate puncte sunt intre fcsb si lider in Premier League 2024-2025,points_gap_to_leader
Bukayo Saka cate goluri are in Serie A 2026-2027,player_goals
cre e vremea azi,other
diferenta de puncte Manchester City lider Liga 1 2021-2022,points_gap_to_leader
Liverpool cate puncte fata de lider in premier league 2016-2017,points_gap_to_leader
puncte pana la lider pentru farul constanta in La Liga 2016-2017,points_gap_to_leader
goluri Tni Kroos in ultimele 3 meciuri,player_goals
pretul la btc,other
puncte pana la lider pentru Rapid Bucuresti in premier league 2018-2019,points_gap_to_leader
goluri Rodrygo in ultimele 5 meciuri,player_goals
cate goluri are Andrei Ivan,player_goals
goluri Jude Bellingham 2017-2018,player_goals
cat e gapul de puncte pentru Farul Constanta in Liga 1 2018-2019,points_gap_to_leader
goluri ciprian deac in ultimele 5 meciuri,player_goals
ce ora este,other
cat e gapul de puncte pentru manchester city in Serie A 2022-2023,points_gap_to_leader
diferenta de puncte FCSB lider Liga 1 2018-2019,points_gap_to_leader
cate goluri are robert lewandowski,player_goals
cate goluri are darius olaru in 2017-2018,player_goals
CFR Clj cate puncte fata de lider in lga 1 2017-2018,points_gap_to_leader
darius olaru cate goluri are in uefa champions league 2025-2026,player_goals
Krim Benzema cate goluri are in Serie A 2024-2025,player_goals
diferenta de puncte UTA Arad lider Bundesliga 2024-2025,points_gap_to_leader
goluri Rdu Dragusin 2025-2026,player_goals
puncte pana la lider pentru petrolul ploiesti in Premier League 2024-2025,points_gap_to_leader
rata-mi programul de azi,other
goluri Florinel Coman in ultimele 10 meciuri,player_goals
goluri marcate de rafael leao in ligue 1 2016-2017,player_goals
cat e gapul de puncte pentru dnamo bucuresti in Liga 1 2019-2020,points_gap_to_leader
care e vremea azi,other
prneste muzica,other
goluri Rafael Leao in ultimele 3 meciuri,player_goals
cat e gapul de puncte pentru FC Barcelona in Premier League 2018-2019,points_gap_to_leader
diferenta de puncte Paris Saint-Germain lider liga 1 2023-2024,points_gap_to_leader
cate goluri a marcat Bukayo Saka in liga 1 2024-2025,player_goals
cate puncte sunt intre CFR Cluj si lider in Prmier League 2017-2018,points_gap_to_leader
cate goluri a marcat Erling Haaland in Premier League 2022-2023,player_goals
pretul la btc,other
cat e gapul de puncte pentru Manchester City in Ligue 1 2025-2026,points_gap_to_leader
cat e gapul de puncte pentru real madrid in premier league 2017-2018,points_gap_to_leader
Luka Modric cate goluri are in UEFA Champions League 2024-2025,player_goals
cat e gapul de puncte pentru Liverpool in Bndesliga 2016-2017,points_gap_to_leader
diferenta de puncte Manchester City lider Bundesliga 2025-2026,points_gap_to_leader
rapid bucuresti cate puncte fata de lider in La Liga 2026-2027,points_gap_to_leader
cate goluri are Ciprian Deac,player_goals
puncte pana la lider pentru Petrolul Ploiesti in Premier League 2016-2017,points_gap_to_leader
goluri Octavian Popescu in ultimele 3 meciuri,player_goals
Paris Saint-Germain cate puncte fata de lider in Premier League 2017-2018,points_gap_to_leader
fa-mi un ceai,other
goluri Erling Haaland 2019-2020,player_goals
puncte pana la lider pentru Bayern Munchen in serie a 2019-2020,points_gap_to_leader
goluri Antoine Griezmann in ultimele 5 meciuri,player_goals
goluri marcate de Erling Haaland in UEFA Champions League 2022-2023,player_goals
cate goluri are Vinicius Junior,player_goals
goluri Robert Lewandowski in ultimele 3 meciuri,player_goals
cate goluri are phil foden in 2017-2018,player_goals
diferenta de puncte cfr cluj lider ligue 1 2024-2025,points_gap_to_leader
cat e gapul de puncte pentru rapid bucuresti in EFA Champions League 2025-2026,points_gap_to_leader
pretul la btc,other
diferenta de puncte bayern munchen lider Liga 1 2022-2023,points_gap_to_leader
diferenta de puncte manchester city lider prmier league 2020-2021,points_gap_to_leader
cate puncte sunt intre Spsi OSK si lider in Ligue 1 2023-2024,points_gap_to_leader
cate goluri a marcat Rafael Leao in Liga 1 2019-2020,player_goals
cate goluri are Neymar,player_goals
puncte pana la lider pentru Sepsi OSK in Serie A 2022-2023,points_gap_to_leader
cate goluri are cristiano ronaldo,player_goals
deschide youtube,other
goluri marcate de Rafael Leao in Liga 1 2020-2021,player_goals
Bukayo Saka cate goluri are in Liga 1 2020-2021,player_goals
cate goluri are Cristiano Ronaldo,player_goals
prneste muzica,other
goluri marcate de cristiano ronaldo in UEFA Champions League 2021-2022,player_goals
diferenta de puncte Bayern Munchen lider ligue 1 2024-2025,points_gap_to_leader
goluri Bukayo Saka 2020-2021,player_goals
rling Haaland cate goluri are in Serie A 2019-2020,player_goals
creeaza un reminder maine,other
fa-mi un ceai,other
creaza un reminder maine,other
Mario Camora cate goluri are in Serie A 2016-2017,player_goals
nicolae stanciu cate goluri are in La Liga 2023-2024,player_goals
spune-mi o gluma,other
goluri Rodrygo in ultimele 10 meciuri,player_goals
cate puncte sunt intre manchester city si lider in Premier League 2018-2019,points_gap_to_leader
cate puncte sunt intre FCSB si lider in Srie A 2020-2021,points_gap_to_leader
diferenta de puncte UTA Arad lider premier league 2018-2019,points_gap_to_leader
goluri luka modric 2019-2020,player_goals
spne-mi o gluma,other
goluri Bukayo Saka 2018-2019,player_goals
puncte pana la lider pentru Dinamo Bucuresti in Liga 1 2021-2022,points_gap_to_leader
